#Download source:SaaleRBIS
#Date:2008-03-03
#Username:Franziska Zander
#Dataset title:Grundwasserstand Wettewitz
#Time series ID:2054
#Metadata ID:890
#Column 1:groundwater level (cm)
1989-04-15 00:00	42
1989-04-22 00:00	55
1989-05-01 00:00	55
1989-05-08 00:00	56
1989-05-15 00:00	58
1989-05-22 00:00	60
1989-06-01 00:00	39
1989-06-08 00:00	42
1989-06-15 00:00	48
1989-06-22 00:00	53
1989-07-01 00:00	55
1989-07-08 00:00	58
1989-07-15 00:00	60
1989-07-22 00:00	64
1989-08-01 00:00	69
1989-08-08 00:00	73
1989-08-15 00:00	76
1989-08-22 00:00	80
1989-09-01 00:00	80
1989-09-08 00:00	80
1989-09-15 00:00	80
1989-09-22 00:00	81
1989-10-01 00:00	81
1989-10-08 00:00	84
1989-10-15 00:00	86
1989-10-22 00:00	90
1989-11-01 00:00	89
1989-11-08 00:00	80
1989-11-15 00:00	73
1989-11-22 00:00	59
1989-12-01 00:00	41
1989-12-08 00:00	40
1989-12-15 00:00	43
1989-12-22 00:00	52
1990-01-01 00:00	59
1990-01-08 00:00	60
1990-01-15 00:00	63
1990-01-22 00:00	57
1990-02-01 00:00	52
1990-02-08 00:00	55
1990-02-15 00:00	62
1990-02-22 00:00	42
1990-03-01 00:00	62
1990-03-08 00:00	62
1990-03-15 00:00	70
1990-03-22 00:00	68
1990-04-01 00:00	69
1990-04-08 00:00	70
1990-04-15 00:00	75
1990-04-22 00:00	85
1990-05-01 00:00	82
1990-05-08 00:00	84
1990-05-15 00:00	86
1990-05-22 00:00	86
1990-06-01 00:00	84
1990-06-08 00:00	82
1990-06-15 00:00	52
1990-06-22 00:00	70
1990-07-01 00:00	74
1990-07-08 00:00	78
1990-07-15 00:00	80
1990-07-22 00:00	82
1990-08-01 00:00	84
1990-08-08 00:00	86
1990-08-15 00:00	90
1990-08-22 00:00	94
1991-03-01 00:00	145
1991-03-08 00:00	137
1991-03-15 00:00	153
1991-03-22 00:00	113
1991-04-01 00:00	133
1991-04-08 00:00	133
1991-04-15 00:00	145
1991-04-22 00:00	155
1991-05-01 00:00	165
1991-05-08 00:00	171
1991-05-15 00:00	165
1991-05-22 00:00	169
1991-06-01 00:00	176
1991-06-08 00:00	177
1991-06-15 00:00	183
1991-06-22 00:00	185
1991-07-01 00:00	187
1991-07-08 00:00	192
1991-07-15 00:00	187
1991-07-22 00:00	193
1991-08-01 00:00	193
1991-08-08 00:00	194
1991-08-15 00:00	198
1991-08-22 00:00	201
1991-09-01 00:00	204
1991-09-08 00:00	205
1991-09-15 00:00	208
1991-09-22 00:00	200
1991-10-01 00:00	216
1991-10-08 00:00	215
1991-10-15 00:00	216
1991-10-22 00:00	226
1991-11-01 00:00	228
1991-11-08 00:00	223
1991-11-15 00:00	218
1991-11-22 00:00	229
1991-12-01 00:00	233
1991-12-08 00:00	239
1991-12-15 00:00	232
1991-12-22 00:00	219
1992-01-01 00:00	225
1992-01-08 00:00	220
1992-01-15 00:00	220
1992-01-22 00:00	220
1992-02-01 00:00	216
1992-02-08 00:00	213
1992-02-15 00:00	205
1992-02-22 00:00	213
1992-03-01 00:00	207
1992-03-08 00:00	206
1992-03-15 00:00	150
1992-03-22 00:00	149
1992-04-01 00:00	135
1992-04-08 00:00	136
1992-04-15 00:00	144
1992-04-22 00:00	151
1992-05-01 00:00	166
1992-05-08 00:00	172
1992-05-15 00:00	170
1992-05-22 00:00	179
1992-06-01 00:00	186
1992-06-08 00:00	180
1992-06-15 00:00	186
1992-06-22 00:00	192
1992-07-01 00:00	196
1992-07-08 00:00	175
1992-07-15 00:00	196
1992-07-22 00:00	145
1992-08-01 00:00	190
1992-08-08 00:00	198
1992-08-15 00:00	202
1992-08-22 00:00	206
1992-09-01 00:00	210
1992-09-08 00:00	213
1992-09-15 00:00	210
1992-09-22 00:00	210
1992-10-01 00:00	214
1992-10-08 00:00	211
1992-10-15 00:00	197
1992-10-22 00:00	203
1992-11-01 00:00	164
1992-11-08 00:00	194
1992-11-15 00:00	190
1992-11-22 00:00	168
1992-12-01 00:00	145
1992-12-08 00:00	139
1992-12-15 00:00	131
1992-12-22 00:00	117
1993-01-01 00:00	139
1993-01-08 00:00	113
1993-01-15 00:00	100
1993-01-22 00:00	119
1993-02-01 00:00	131
1993-02-08 00:00	131
1993-02-15 00:00	137
1993-02-22 00:00	136
1993-03-01 00:00	142
1993-03-08 00:00	153
1993-03-15 00:00	158
1993-03-22 00:00	162
1993-04-01 00:00	166
1993-04-08 00:00	176
1993-04-15 00:00	179
1993-04-22 00:00	180
1993-05-01 00:00	185
1993-05-08 00:00	190
1993-05-15 00:00	188
1993-05-22 00:00	183
1993-06-01 00:00	182
1993-06-08 00:00	185
1993-06-15 00:00	180
1993-06-22 00:00	170
1993-07-01 00:00	190
1993-07-08 00:00	165
1993-07-15 00:00	182
1993-07-22 00:00	145
1993-08-01 00:00	142
1993-08-08 00:00	167
1993-08-15 00:00	179
1993-08-22 00:00	181
1993-09-01 00:00	192
1993-09-08 00:00	185
1993-09-15 00:00	142
1993-09-22 00:00	153
1993-10-01 00:00	173
1993-10-08 00:00	178
1993-10-15 00:00	183
1993-10-22 00:00	188
1993-11-01 00:00	188
1993-11-08 00:00	186
1993-11-15 00:00	158
1993-11-22 00:00	146
1993-12-01 00:00	155
1993-12-08 00:00	134
1993-12-15 00:00	127
1993-12-22 00:00	124
1994-01-01 00:00	100
1994-01-08 00:00	100
1994-01-15 00:00	122
1994-01-22 00:00	135
1994-02-01 00:00	138
1994-02-08 00:00	143
1994-02-15 00:00	144
1994-02-22 00:00	155
1994-03-01 00:00	144
1994-03-08 00:00	120
1994-03-15 00:00	122
1994-03-22 00:00	97
1994-04-01 00:00	121
1994-04-08 00:00	128
1994-04-15 00:00	85
1994-04-22 00:00	113
1994-05-01 00:00	142
1994-05-08 00:00	150
1994-05-15 00:00	160
1994-05-22 00:00	87
1994-06-01 00:00	108
1994-06-08 00:00	129
1994-06-15 00:00	144
1994-06-22 00:00	155
1994-07-01 00:00	175
1994-07-08 00:00	173
1994-07-15 00:00	182
1994-07-22 00:00	184
1994-08-01 00:00	185
1994-08-08 00:00	185
1994-08-15 00:00	188
1994-08-22 00:00	188
1994-09-01 00:00	182
1994-09-08 00:00	175
1994-09-15 00:00	152
1994-09-22 00:00	160
1994-10-01 00:00	174
1994-10-08 00:00	173
1994-10-15 00:00	176
1994-10-22 00:00	173
1994-11-01 00:00	178
1994-11-08 00:00	178
1994-11-15 00:00	176
1994-11-22 00:00	183
1994-12-01 00:00	170
1994-12-08 00:00	161
1994-12-15 00:00	152
1994-12-22 00:00	152
1995-01-01 00:00	150
1995-01-08 00:00	168
1995-01-15 00:00	170
1995-01-22 00:00	141
1995-02-01 00:00	132
1995-02-08 00:00	137
1995-02-15 00:00	138
1995-02-22 00:00	143
1995-03-01 00:00	144
1995-03-08 00:00	150
1995-03-15 00:00	150
1995-03-22 00:00	170
1995-04-01 00:00	165
1995-04-08 00:00	140
1995-04-15 00:00	145
1995-04-22 00:00	130
1995-05-01 00:00	142
1995-05-08 00:00	152
1995-05-15 00:00	153
1995-05-22 00:00	151
1995-06-01 00:00	159
1995-06-08 00:00	135
1995-06-15 00:00	149
1995-06-22 00:00	162
1995-07-01 00:00	168
1995-07-08 00:00	175
1995-07-15 00:00	175
1995-07-22 00:00	178
1995-08-01 00:00	181
1995-08-08 00:00	181
1995-08-15 00:00	185
1995-08-22 00:00	188
1995-09-01 00:00	168
1995-09-08 00:00	178
1995-09-15 00:00	184
1995-09-22 00:00	184
1995-10-01 00:00	178
1995-10-08 00:00	184
1995-10-15 00:00	180
1995-10-22 00:00	184
1995-11-01 00:00	177
1995-11-08 00:00	168
1995-11-15 00:00	170
1995-11-22 00:00	176
1995-12-01 00:00	180
1995-12-08 00:00	180
1995-12-15 00:00	179
1995-12-22 00:00	170
1996-01-01 00:00	180
1996-01-08 00:00	181
1996-01-15 00:00	190
1996-01-22 00:00	179
1996-02-01 00:00	179
1996-02-08 00:00	178
1996-02-15 00:00	171
1996-02-22 00:00	175
1996-03-01 00:00	170
1996-03-08 00:00	169
1996-03-15 00:00	159
1996-03-22 00:00	154
1996-04-01 00:00	147
1996-04-08 00:00	143
1996-04-15 00:00	140
1996-04-22 00:00	147
1996-05-01 00:00	153
1996-05-08 00:00	150
1996-05-15 00:00	131
1996-05-22 00:00	115
1996-06-01 00:00	139
1996-06-08 00:00	143
1996-06-15 00:00	156
1996-06-22 00:00	165
1996-07-01 00:00	170
1996-07-08 00:00	168
1996-07-15 00:00	143
1996-07-22 00:00	168
1996-08-01 00:00	173
1996-08-08 00:00	176
1996-08-15 00:00	174
1996-08-22 00:00	175
1996-09-01 00:00	183
1996-09-08 00:00	180
1996-09-15 00:00	179
1996-09-22 00:00	173
1996-10-01 00:00	173
1996-10-08 00:00	179
1996-10-15 00:00	176
1996-10-22 00:00	178
1996-11-01 00:00	172
1996-11-08 00:00	168
1996-11-15 00:00	160
1996-11-22 00:00	143
1996-12-01 00:00	129
1996-12-08 00:00	133
1996-12-15 00:00	141
1996-12-22 00:00	124
1997-01-01 00:00	150
1997-01-08 00:00	160
1997-01-15 00:00	170
1997-01-22 00:00	154
1997-02-01 00:00	131
1997-02-08 00:00	129
1997-02-15 00:00	124
1997-02-22 00:00	128
1997-03-01 00:00	133
1997-03-08 00:00	143
1997-03-15 00:00	150
1997-03-22 00:00	152
1997-04-01 00:00	140
1997-04-08 00:00	150
1997-04-15 00:00	160
1997-04-22 00:00	167
1997-05-01 00:00	173
1997-05-08 00:00	168
1997-05-15 00:00	170
1997-05-22 00:00	176
1997-06-01 00:00	177
1997-06-08 00:00	177
1997-06-15 00:00	176
1997-06-22 00:00	176
1997-07-01 00:00	172
1997-07-08 00:00	176
1997-07-15 00:00	143
1997-07-22 00:00	94
1997-08-01 00:00	128
1997-08-08 00:00	146
1997-08-15 00:00	161
1997-08-22 00:00	170
1997-09-01 00:00	170
1997-09-08 00:00	171
1997-09-15 00:00	173
1997-09-22 00:00	173
1997-10-01 00:00	172
1997-10-08 00:00	175
1997-10-15 00:00	176
1997-10-22 00:00	176
1997-11-01 00:00	181
1997-11-08 00:00	176
1997-11-15 00:00	184
1997-11-22 00:00	182
1997-12-01 00:00	182
1997-12-08 00:00	172
1997-12-15 00:00	126
1997-12-22 00:00	131
1998-01-01 00:00	128
1998-01-08 00:00	133
1998-01-15 00:00	140
1998-01-22 00:00	140
1998-02-01 00:00	147
1998-02-08 00:00	158
1998-02-15 00:00	153
1998-02-22 00:00	159
1998-03-01 00:00	155
1998-03-08 00:00	140
1998-03-15 00:00	150
1998-03-22 00:00	157
1998-04-01 00:00	162
1998-04-08 00:00	162
1998-04-15 00:00	159
1998-04-22 00:00	169
1998-05-01 00:00	170
1998-05-08 00:00	170
1998-05-15 00:00	175
1998-05-22 00:00	176
1998-06-01 00:00	181
1998-06-08 00:00	180
1998-06-15 00:00	179
1998-06-22 00:00	178
1998-07-01 00:00	177
1998-07-08 00:00	176
1998-07-15 00:00	176
1998-07-22 00:00	180
1998-08-01 00:00	182
1998-08-08 00:00	183
1998-08-15 00:00	184
1998-08-22 00:00	183
1998-09-01 00:00	190
1998-09-08 00:00	183
1998-09-15 00:00	181
1998-09-22 00:00	175
1998-10-01 00:00	171
1998-10-08 00:00	147
1998-10-15 00:00	140
1998-10-22 00:00	145
1998-11-01 00:00	95
1998-11-08 00:00	108
1998-11-15 00:00	109
1998-11-22 00:00	128
1998-12-01 00:00	148
1998-12-08 00:00	149
1998-12-15 00:00	130
1998-12-22 00:00	132
1999-01-01 00:00	145
1999-01-08 00:00	148
1999-01-15 00:00	152
1999-01-22 00:00	161
1999-02-01 00:00	162
1999-02-08 00:00	132
1999-02-15 00:00	142
1999-02-22 00:00	122
1999-03-01 00:00	110
1999-03-08 00:00	106
1999-03-15 00:00	129
1999-03-22 00:00	139
1999-04-01 00:00	145
1999-04-08 00:00	154
1999-04-15 00:00	160
1999-04-22 00:00	166
1999-05-01 00:00	172
1999-05-08 00:00	175
1999-05-15 00:00	145
1999-05-22 00:00	153
1999-06-01 00:00	168
1999-06-08 00:00	175
1999-06-15 00:00	174
1999-06-22 00:00	171
1999-07-01 00:00	175
1999-07-08 00:00	175
1999-07-15 00:00	159
1999-07-22 00:00	170
1999-08-01 00:00	175
1999-08-08 00:00	174
1999-08-15 00:00	176
1999-08-22 00:00	178
1999-09-01 00:00	177
1999-09-08 00:00	180
1999-09-15 00:00	180
1999-09-22 00:00	182
1999-10-01 00:00	182
1999-10-08 00:00	190
1999-10-15 00:00	192
1999-10-22 00:00	190
